id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49392,Share my Flat in Providencia,224592,Maria,,Providencia,-33.43277,-70.59892,Private room,48422,3,0,,,1,178,0,
52811,Suite Providencia 1 Santiago Chile,244792,Cristián,,Providencia,-33.42959,-70.6188,Entire home/apt,49335,1,45,2021-11-04,0.27,3,0,0,
53494,depto centro ski el colorado chile,249097,Paulina,,Lo Barnechea,-33.34521,-70.29543,Entire home/apt,235714,2,48,2024-09-01,0.48,1,365,11,
65058,Dpto amoblado centro historico,318016,Patricio,,Recoleta,-33.43049,-70.64079,Private room,,2,0,,,1,0,0,
73752,Barrio Lastarria,374124,Daniela&Ricardo,,Santiago,-33.43865,-70.64241,Private room,,3,0,,,1,0,0,
80482,Room Private for Woman,154527,Jacqueline,,La Florida,-33.51922,-70.59152,Private room,,2,0,,,1,0,0,
88944,COZY APT. PROVIDENCIA METRO WIFI TV,485358,Macarena,,Providencia,-33.42141,-70.60832,Entire home/apt,36280,3,218,2024-09-10,1.38,1,319,19,
90694,Apartment x Rent in Providencia 802,491253,Hector,,Providencia,-33.42629,-70.61866,Entire home/apt,49999,3,76,2024-09-01,0.47,2,355,5,
90769,New & Warm Apartment in Providencia,491253,Hector,,Providencia,-33.42864,-70.62178,Entire home/apt,49999,4,11,2013-03-08,0.07,2,363,0,
95139,Room Family Home,506998,Rafael,,Santiago,-33.43657,-70.67851,Private room,,7,0,,,1,0,0,
96722,Private bathroom room in Las Condes,513040,Elby,,Las Condes,-33.4236,-70.58372,Private room,,1,0,,,1,0,0,
106795,departamento santiago centro,552381,Nora,,Santiago,-33.43943,-70.65591,Entire home/apt,,1,0,,,1,0,0,
116494,DEPARTAMENTO SANTIAGO CHILE,588476,Antonio,,Santiago,-33.43814,-70.64508,Private room,,1,0,,,1,0,0,
119688,Nice & quiet place in Providencia,603746,Marco,,Providencia,-33.42942,-70.60583,Private room,,1,0,,,1,0,0,
122128,habitacion  single de Juan,612580,Juan,,Providencia,-33.43971,-70.60398,Private room,,1,0,,,1,0,0,
123569,Habitación Single,617378,Carolina,,Santiago,-33.45014,-70.64655,Private room,50249,1,0,,,1,365,0,
124075,Habitación Doble baño compartido,619256,Rodrigo,,Providencia,-33.41736,-70.61304,Private room,45000,2,1,2012-01-19,0.01,7,365,0,
124291,habitacion con baño privado,619919,Livia,,Las Condes,-33.41891,-70.55632,Private room,,5,0,,,1,0,0,
131054,habitación para 1,645012,Norman,,Santiago,-33.44294,-70.63366,Private room,36545,1,0,,,2,365,0,
132624,departamento  centrico lado Subway,651711,Administrador,,Santiago,-33.43294,-70.65467,Private room,,1,0,,,1,0,0,
133295,Urban Oasis Las Condes,13553614,Felipe,,Las Condes,-33.41154,-70.58899,Entire home/apt,164451,2,80,2023-12-22,0.51,2,175,1,
133783,Beautiful room in Providencia,656696,María Victoria,,Providencia,-33.42805,-70.60592,Private room,,1,0,,,1,0,0,
136438,Fully Furnished Apartment Providencia,667910,Roxana,,Providencia,-33.4223,-70.61064,Entire home/apt,52714,1,141,2024-09-10,0.92,16,324,46,
136993,Apto Las condes - Santiago de Chile,670148,Ursa,,Las Condes,-33.41349,-70.58773,Entire home/apt,53775,1,0,,,1,330,0,
139270,Better Location,679343,Mayer Ltda,,Santiago,-33.44931,-70.65418,Private room,,1,0,,,1,0,0,
142622,"2 bedrooms, 2 bathrooms and parking",639690,Gilda,,La Reina,-33.44324,-70.54792,Private room,60000,3,2,2022-04-16,0.02,1,363,0,
144172,Bedroom furnished home environment,698776,Elizabeth,,Santiago,-33.44218,-70.64363,Private room,,6,0,,,1,0,0,
147552,Near the mountain chain,712922,Karim,,Lo Barnechea,-33.35887,-70.51342,Shared room,,1,5,2018-04-22,0.04,2,0,0,
154395,"Santiago Las Condes 2D2B Luminoso, Grande & cozy",716143,Eugenio,,Las Condes,-33.41397512404282,-70.58234500887127,Entire home/apt,59986,5,236,2024-09-23,1.57,1,293,20,
154615,Furnished apartment near Metro,743719,Roberto,,Las Condes,-33.41641,-70.60232,Entire home/apt,41113,2,76,2024-08-31,0.48,3,293,8,
158137,Pieza independiente,759002,José,,Ñuñoa,-33.45929,-70.59437,Private room,,1,0,,,1,0,0,
160729,Apartment on 9th floor. Stunning views!,769822,Ronald,,Santiago,-33.4484,-70.6322,Entire home/apt,,150,17,2019-10-03,0.25,1,0,0,
172103,casa familia,821265,Ivonne,,Independencia,-33.42278,-70.65861,Private room,,1,0,,,1,0,0,
176932,Room Near Bellavista,846125,Patricio,,Recoleta,-33.42349,-70.6376,Private room,,1,0,,,1,0,0,
176943,comfortable room in the center of,846097,Monica Gabriela,,Providencia,-33.42623,-70.61435,Private room,,1,0,,,1,0,0,
177729,Bedroom  whit access to a bathroom,851453,Sandra,,Ñuñoa,-33.44791,-70.60169,Private room,,3,0,,,1,365,0,
181005,Private Room  in Barrio Bellavista,867345,Edwin,,Recoleta,-33.42104,-70.64067,Private room,31977,2,7,2024-08-06,0.06,1,360,1,
191723,"Artsy,joyful flat in nice area",927749,Pilar,,Providencia,-33.43066,-70.58561,Private room,60691,1,0,,,1,365,0,
191754,Apartment Historical Downtown Stgo.,927912,Miguel,,Santiago,-33.44035,-70.65797,Entire home/apt,30000,4,133,2024-09-01,0.84,2,331,12,
193626,"Spacious home, family atmosphere.",939376,Oscar,,San Miguel,-33.50118,-70.6484,Private room,,1,0,,,1,0,0,
202286,Furnished Apartment Forestal Park 1,131488797,Daniela-Fernando,,Santiago,-33.43394,-70.64736,Entire home/apt,32429,2,410,2024-04-16,2.58,16,58,2,
233585,Big Furnished Room,489857,Eduardo,,Santiago,-33.43885,-70.65656,Entire home/apt,,30,0,,,1,0,0,
256476,TRAVEL SUITES departamento amoblado en Providencia,1177685,Karina,,Providencia,-33.42547,-70.61701,Private room,40000,1,15,2023-10-21,0.10,2,341,2,
259656,Suite Providencia 2 Santiago Chile,244792,Cristián,,Providencia,-33.42892,-70.61782,Entire home/apt,54817,1,40,2022-01-13,0.26,3,0,0,
275005,Central and family place to stay,1437683,Diego Ignacio,,Santiago,-33.45116,-70.64533,Private room,,1,4,2013-11-03,0.03,1,0,0,
280663,"TURISMO BELLAVISTA,  Best View 1",1463563,Arnaldo,,Providencia,-33.43355,-70.63441,Entire home/apt,61212,7,48,2024-09-04,0.33,6,351,3,
284083,room with private bathroom,1482561,Alba,,Santiago,-33.4508,-70.65119,Private room,,1,0,,,1,0,0,
288216,Santiago Mountain View right by Parque forestal,155589,Carlos,,Recoleta,-33.43284,-70.64752,Entire home/apt,31977,4,34,2024-09-05,0.30,1,355,4,
293845,"Room in Ñuñoa, chilean summer!",1519813,Frankie,,Ñuñoa,-33.4559,-70.6097,Private room,,1,0,,,1,0,0,
294974,Furnished Luxury Studio Apartment,1177685,Karina,,Providencia,-33.42457,-70.61597,Private room,37414,1,21,2024-09-15,0.27,2,354,10,
298065,Vespucci Apartments in Vitacura,1536656,Vespucci,,Vitacura,-33.39953,-70.58747,Private room,,1,0,,,1,0,0,
315114,Superior,246789,Victoria,,Providencia,-33.42545,-70.61273,Private room,,1,0,,,1,0,0,
329362,"Pieza privada con baño, wifi y tv",1681845,Elisabeth,,Las Condes,-33.40732,-70.53782,Private room,,1,0,,,1,0,0,
331061,"TURISMO BELLAVISTA, Best View 2",1463563,Arnaldo,,Providencia,-33.43418,-70.63455,Entire home/apt,68521,2,22,2023-04-08,0.16,6,365,0,
333722,ARRIENDO HABITACION,1700152,Susana,,Providencia,-33.42602,-70.6136,Private room,,1,0,,,1,0,0,
334461,Departamento en Santiago de Chile.,1703664,Víctor,,Ñuñoa,-33.45161,-70.61211,Private room,,1,0,,,1,0,0,
345642,FULL FURNISHED PRIVATE ROOM INCREDIBLE VIEW. .,1757834,Francisco Manuel,,Recoleta,-33.42856,-70.64087,Private room,,1,0,,,1,0,0,
350681,2 Bedrooms Private Home Ñuñoa,1777356,Isabel,,Ñuñoa,-33.43942,-70.57658,Private room,,1,0,,,1,0,0,
354516,"TURISMO BELLAVISTA, Best View 3",1463563,Arnaldo,,Recoleta,-33.43218,-70.6361,Entire home/apt,61998,3,83,2024-08-25,0.59,6,365,7,
357316,private bath+Complimentary breakfast & dinner+wifi,1808137,Eduardo & Claudio,,Santiago,-33.44616,-70.64228,Private room,31977,2,84,2024-07-30,0.57,1,315,7,
366331,Providencia Bed&Breakfast.Historico,583716,Ignacio,,Providencia,-33.43258,-70.61679,Private room,48422,2,14,2023-07-31,0.11,1,354,0,1192 de SERNATUR
368983,Pieza pequeña con baño,149354,Luis,,Ñuñoa,-33.44491,-70.60085,Private room,,1,0,,,1,0,0,
373526,"Pool, Gym, Billiards, etc..",1885266,Ricardo,,Santiago,-33.43826,-70.63688,Private room,,1,0,,,1,0,0,
374963,habitacion hermosa con baño privado,1886525,Jorge,,Santiago,-33.45238,-70.66729,Private room,27408,6,17,2017-01-16,0.12,1,365,0,
392412,"Safe,Comfortable, Good Neighborhood",1962232,Patricio,,Maipú,-33.48979,-70.76344,Private room,,1,0,,,1,0,0,
395951,Room in Plaza Italia,1979081,Paul,,Providencia,-33.43745,-70.63122,Private room,,1,0,,,1,0,0,
414512,"Cozy Apt 2BD/2BT, wonderful cerro Manquehue view.",2061432,Alejandro,,Vitacura,-33.39839,-70.58974,Entire home/apt,132474,8,69,2024-07-21,0.46,1,325,5,
418760,Adventure in the heart of Santiago,826960,Nené,,Santiago,-33.4335,-70.65314,Entire home/apt,28627,30,84,2024-08-20,0.56,3,33,3,
420325,Great apt in the Snow / Chile,2083381,Claudio,,Lo Barnechea,-33.34819,-70.29019,Entire home/apt,270165,2,4,2024-07-20,0.05,1,362,3,
429242,Room in Santiago of Chile,2133429,Rodrigo,,Santiago,-33.44544,-70.66872,Private room,,2,0,,,1,0,0,
442241,Room in Bellavista neighborhood,1899907,Paola,,Recoleta,-33.42151,-70.64035,Private room,20100,3,183,2024-09-18,1.22,1,360,19,
444532,"La Parva Apartment ski in & out, wifi",1807307,Casey,,Lo Barnechea,-33.33564,-70.28957,Entire home/apt,287140,4,18,2024-07-24,0.16,1,365,1,
447699,Las Condes with a view of the Andes,974151,Raul And Erna,,Las Condes,-33.4195,-70.55748,Entire home/apt,49335,14,26,2024-08-10,0.20,1,278,7,
457634,Room Near Ski,2274626,Isabel,,Lo Barnechea,-33.35505,-70.51094,Private room,,1,0,,,1,0,0,
499566,I want to live here!,2041286,Patricia,,Santiago,-33.43798065185547,-70.64497375488281,Entire home/apt,36417,3,53,2024-09-23,0.37,3,215,16,
511558,"private room single room, nice house",2478975,América Patricia,,Ñuñoa,-33.45091,-70.62293,Private room,16445,7,11,2024-02-06,0.07,7,284,1,
511575,"Te esperamos para compartir!!
Barrio Italia .",2478975,América Patricia,,Ñuñoa,-33.45004,-70.61757,Private room,15000,7,16,2024-08-20,0.12,7,268,3,
513333,Private room in Metro Colon,55685236,María José,,Providencia,-33.42932,-70.59085,Private room,15000,1,70,2019-11-03,0.50,1,268,0,
529207,Gran Casa Hermosa vista la mejor !!,2294459,Cristian,,Peñalolén,-33.47754,-70.51952,Private room,548169,5,0,,,1,365,0,
533042,"¡Hola, Ven a conocer Santiago! Sale Off.",2619406,Cristian,,Providencia,-33.43037,-70.61789,Entire home/apt,35631,3,197,2024-09-05,2.07,1,209,34,
533257,Heart of Santiago: Bellas Artes Apt,2620569,Jessica,,Santiago,-33.43673,-70.64871,Private room,54817,2,0,,,1,365,0,
558026,"Vista Cordillera de los Andes, Providencia",2743887,Marcia,,Providencia,-33.4284973,-70.6075856,Entire home/apt,37895,2,107,2024-09-10,0.92,2,268,38,
559852,Deluxe 2 Bedrooms Apartment,2752180,Marcos,,Providencia,-33.42662,-70.6157,Entire home/apt,100498,2,12,2019-07-14,0.11,8,329,0,
564038,DEPARTAMENTO EN BARRIO BELLAS ARTES,2773531,Betty,,Santiago,-33.43835,-70.64545,Entire home/apt,,2,1,2013-11-27,0.01,1,0,0,
583154,Room in downtown close to metro,2872968,Jaime,,Santiago,-33.45472,-70.63441,Private room,,1,0,,,1,0,0,
600739,2 Bedrooms Apartments (MH),2752180,Marcos,,Providencia,-33.42465,-70.61568,Entire home/apt,100498,2,22,2018-07-18,0.20,8,329,0,
600741,1 Bedroom Apartments (ML),2752180,Marcos,,Providencia,-33.42681,-70.61578,Entire home/apt,63953,2,9,2017-02-28,0.08,8,234,0,
609532,"Cacao Apartament, SANTIAGO",3022172,Andrea,,Santiago,-33.43786,-70.6483,Private room,,1,0,,,3,0,0,
622498,Amazing !! Apartment Las Condes 01,3085810,Luis Hernan,,Las Condes,-33.41263,-70.58843,Entire home/apt,100498,4,27,2021-03-20,0.18,3,180,0,
643936,"CACAO MINT, SANTIAGO",3022172,Andrea,,Santiago,-33.43752,-70.64882,Private room,,3,0,,,3,0,0,
643967,"CACAO CHERRY, SANTIAGO CENTER",3022172,Andrea,,Santiago,-33.4361,-70.64711,Private room,,1,0,,,3,0,0,
656930,Spacious shared room Providencia,619256,Rodrigo,,Providencia,-33.41902,-70.61178,Private room,45000,1,15,2024-01-30,0.37,7,365,3,
683664,"1 block U.Catolica, subway S.Lucia",3329548,Alojamiento Empresarial Chile,,Santiago,-33.44257,-70.6428,Entire home/apt,,90,5,2013-08-14,0.03,3,0,0,
725463,Costanera Center Apartment Santiago,3751231,Hernan,,Providencia,-33.42103,-70.60865,Entire home/apt,73089,2,7,2024-08-12,0.07,3,232,3,
726012,Opera Apartment Santiago Chile,3751231,Hernan,,Santiago,-33.44096,-70.64786,Entire home/apt,63953,2,13,2024-04-21,0.09,3,365,1,
734844,beautiful & comfy apartment Stgo,3832872,Claudia,,Santiago,-33.44687,-70.63254,Private room,20100,5,87,2023-09-28,0.62,1,364,1,
748389,Room & Breakfast in Las Condes,3930966,Rodrigo,,Las Condes,-33.42144,-70.57559,Private room,45681,2,0,,,1,365,0,
754744,Apartment downtown Santiago Chile,3968799,Lizandra,,Santiago,-33.44608,-70.6534,Entire home/apt,,3,0,,,1,0,0,
768868,Opera Santiago Studio,3751231,Hernan,,Santiago,-33.44081,-70.64789,Entire home/apt,41113,2,1,2012-12-19,0.01,3,365,0,
777178,1 block Parque Bustamente&Subway,3761736,Rodrigo,,Santiago,-33.44513,-70.63368,Entire home/apt,33000,5,139,2024-08-27,0.97,1,111,13,
780664,"Suite Apartments, santiago chile",2873648,Rodrigo,,Ñuñoa,-33.45502,-70.6016,Private room,,2,0,,,1,0,0,
787045,right at home,4134987,Mirey,,La Reina,-33.45534,-70.5602,Private room,19000,4,143,2024-09-19,0.99,2,260,11,
795701,Lindo Depto 2 dormitorios,4191304,Doris,,Santiago,-33.43989,-70.65717,Entire home/apt,49335,2,29,2024-07-23,0.20,2,364,3,
798444,Furnished apartment in Santiago!,4204978,Ari,,Santiago,-33.43748,-70.64692,Entire home/apt,37065,3,33,2024-08-17,0.24,8,85,6,
798907,GREAT APT NEAR MONEDA PALACE ! JUST REMODELED,1571003,Francisco,,Santiago,-33.43924,-70.65712,Entire home/apt,35000,2,358,2024-09-17,2.49,7,345,38,
799674,Flat Ski Resort Colorado Farellones,144235,Cristobal,,Lo Barnechea,-33.3494,-70.29346,Entire home/apt,345867,2,7,2024-08-03,0.11,2,365,1,
811005,Furnished bedroom in apartment,1693645,María,,Providencia,-33.44089,-70.61246,Private room,21141,30,1,2015-04-30,0.01,2,358,0,
844274,A New Apartment in Civic District,3329548,Alojamiento Empresarial Chile,,Santiago,-33.44849,-70.65028,Entire home/apt,,90,0,,,3,0,0,
858097,"Full Dpt, El Golf neighborhood (2)",743719,Roberto,,Las Condes,-33.41642,-70.60251,Entire home/apt,41113,2,175,2024-09-23,1.25,3,321,20,
858199,"studio-space, bathroom, Santiago",2171434,Ximena,,Ñuñoa,-33.45527,-70.57814,Private room,27408,5,5,2019-12-03,0.05,1,363,0,
879962,ARGO Santiago/ Providencia: Bustamante/ Italia,492663,JuanKa,,Santiago,-33.44908,-70.63297,Entire home/apt,44767,3,128,2024-09-11,0.90,1,179,11,
880713,Beautiful Apartment in the best loc,667910,Roxana,,Providencia,-33.423,-70.60942,Entire home/apt,52571,1,76,2024-08-24,0.54,16,361,14,
881843,Nice Flat in the center of Santiago,1961985,Eliana,,Santiago,-33.43584,-70.64874,Entire home/apt,35000,2,103,2024-08-14,0.79,1,362,8,
885444,Special price! Apartment 1st floor,982805,Alfredo,,Santiago,-33.44990158081055,-70.64158630371094,Entire home/apt,31977,9,12,2024-08-22,0.09,4,350,5,
903677,Apart Hotel  Santa Lucia Lastarria,4830840,Magdalena,,Santiago,-33.43824,-70.64184,Entire home/apt,68521,90,6,2014-11-16,0.04,2,315,0,
905085,"Carmelitas Contemporary 1BR w/ TV Cable, Wifi, Poo",4199174,Fran,,Las Condes,-33.40603,-70.55853,Entire home/apt,47115,2,199,2024-08-31,1.47,2,362,21,
910775,Furnished Apartment Forestal Park 5,131488797,Daniela-Fernando,,Santiago,-33.43404,-70.64794,Entire home/apt,46000,2,193,2024-07-29,1.43,16,23,4,
914704,"Room&shared bath,  Barrio El Golf de Las Condes",4909742,María Magdalena,,Las Condes,-33.42254,-70.5903,Private room,20100,30,23,2024-01-17,0.16,3,364,1,
923568,Private Room in Barrio Lastarria,4703232,Shawn,,Santiago,-33.43855,-70.64011,Private room,,2,27,2016-03-04,0.22,1,0,0,
930774,DEPARTMENT IN  BELLAVISTA,5013309,Cecilia,,Providencia,-33.43404,-70.63536,Entire home/apt,59385,2,0,,,3,321,0,
932079,Santiago Downtown Touristic 1,5015387,Christian,,Santiago,-33.44716,-70.64866,Entire home/apt,22192,3,9,2024-09-04,0.08,3,109,3,
932108,Santiago Downtown Touristic 2,5015387,Christian,,Santiago,-33.44646,-70.64701,Entire home/apt,22192,3,5,2024-08-30,0.05,3,350,1,
939923,Rent Departament  Loft USD 80 x dia,5079038,Luis,,Santiago,-33.44065,-70.65627,Private room,,3,0,,,1,0,0,
943963,Yellow Room Furnished in Ñuñoa,1756322,Felisa,,Ñuñoa,-33.45175,-70.62746,Private room,15000,3,18,2024-01-23,0.13,1,343,1,
978590,arriendos de departamentos diarios,5356419,Maria Eugenia,,Santiago,-33.43614,-70.64743,Private room,,1,0,,,1,0,0,
1004301,Lindo Apartamento | Centro Santiago: 4 mins Metrô,4890910,Francisco,,Santiago,-33.43602,-70.65809,Entire home/apt,,6,297,2024-08-27,2.16,1,0,6,
1023614,STUDIO2 - ZentenoApartments - Santiago,5634677,Pablo,,Santiago,-33.44621,-70.65164,Entire home/apt,,2,7,2021-05-23,0.05,5,365,0,
1039259,SKI FARELLONES EL COLORADO-HOT TUB,4793711,Kiki,,Lo Barnechea,-33.35014,-70.31367,Entire home/apt,365446,3,2,2015-09-11,0.01,1,365,0,
1041894,Great 2 bed 2 bath apt in Santiago,5735502,Daesha,,Santiago,-33.43593,-70.64658,Entire home/apt,45000,4,39,2024-09-01,0.67,1,84,17,
1046142,"Acogedor, en Las Condes, COZY HOMS!",3984596,Juanpablo,,Las Condes,-33.40711,-70.55968,Entire home/apt,45000,90,8,2024-09-03,0.07,3,256,4,
1050604,"Great apartment, Bellavista, Chile",4816155,Francisco,,Recoleta,-33.4322,-70.64669,Entire home/apt,28714,2,184,2024-08-27,1.35,1,355,21,
1055812,"4 Bedroom, 3 bath 170 m2 Luxury Apt",5776387,Felipe,,Las Condes,-33.3987,-70.56667,Entire home/apt,130830,14,79,2024-07-14,0.61,1,233,8,
1061786,Private room in ñuñoa,5845379,Gabriel,,Ñuñoa,-33.44833,-70.58056,Private room,,1,0,,,2,0,0,
1065916,1 New Apartment in Civic District,3329548,Alojamiento Empresarial Chile,,Santiago,-33.4485,-70.64958,Entire home/apt,,90,2,2013-08-12,0.01,3,0,0,
1072049,Furnished apartment in Santiago,5897106,Beatriz,,Santiago,-33.44374,-70.64542,Private room,,1,0,,,1,0,0,
1080228,Chez Magda - Single Room,4909742,María Magdalena,,Las Condes,-33.42215,-70.59147,Private room,31977,2,3,2022-04-08,0.02,3,365,0,
1080440,Prime Location in Santiago Chile,5942868,Steward,,Providencia,-33.43521,-70.6153,Entire home/apt,,360,0,,,1,0,0,
1090608,Quiet room in Santiago,5845379,Gabriel,,Ñuñoa,-33.44973,-70.58246,Private room,,1,0,,,2,0,0,
1141344,Lindo depto cercano al Centro Comercial Apumanque,6259010,Cityrentals,,Las Condes,-33.40764,-70.56546,Entire home/apt,54000,5,24,2024-09-09,0.32,3,354,8,
1190395,Best Location - Vitacura.,6507063,Catalina,,Vitacura,-33.40418,-70.59828,Private room,,90,0,,,1,0,0,
1208085,Private room in spacious apartmet,3432534,Ursula,,Ñuñoa,-33.44994,-70.59437,Private room,18272,3,3,2023-12-30,0.14,1,142,1,
1223916,Cozy Apt El Colorado Ski Center,5948010,Juan Pablo,,Lo Barnechea,-33.34668,-70.29251,Entire home/apt,209867,3,24,2024-08-26,0.18,1,364,8,
1226526,Providencia Comfortable  and cozy apartment,5514113,Wale,,Providencia,-33.42681,-70.60961,Entire home/apt,63304,3,32,2022-02-13,0.23,5,357,0,
1264850,EXCLUSIVE DOWNTOWN APARMENT,6886535,Dalia,,Santiago,-33.44338,-70.65735,Entire home/apt,45681,2,4,2022-03-07,0.05,3,364,0,
1284940,Stgo Centro Full!!!/Amplio/parking/ubicacion,7005888,Francisco,,Santiago,-33.45068,-70.64399,Entire home/apt,38715,2,157,2024-09-06,2.09,2,73,47,
1297166,Best location Loft,7051580,Sofia,,Las Condes,-33.4122,-70.60179,Entire home/apt,73089,3,12,2024-08-20,0.09,1,331,10,
1300331,Cordillera 1 bedrooms Apartment,667910,Roxana,,Providencia,-33.42786,-70.61971,Entire home/apt,51714,1,103,2024-09-09,0.76,16,361,25,
1300359,Best Location 2 bedrooms apartment,667910,Roxana,,Providencia,-33.43005,-70.61772,Entire home/apt,80429,1,113,2024-06-23,0.83,16,356,8,
1320318,"Kennedy LAS CONDES, cordillera",3984596,Juanpablo,,Las Condes,-33.3988,-70.57313,Entire home/apt,50000,90,6,2022-09-26,0.04,3,283,0,
1330207,Providencia. Habitación y baño privado.,4788740,Gloria,,Providencia,-33.4278,-70.61512,Private room,18272,2,41,2023-03-02,0.30,1,162,0,
1339155,Shared apartment in ​​Providencia's best spot,7261833,Carmina,,Providencia,-33.43536,-70.59958,Private room,18272,6,4,2024-08-24,0.61,1,194,4,
1340699,ITALIA SUITE B&B,7271778,Felipe,,Ñuñoa,-33.45142,-70.62164,Private room,36426,1,13,2024-01-06,0.10,5,363,1,
1446357,Refugio en El Colorado 6pax,7764147,Mauricio,,Lo Barnechea,-33.34869,-70.2928,Entire home/apt,200210,2,32,2024-07-21,0.24,1,39,3,
1493528,"Furnished loft, Barrio Brazil, Stgo",7982878,Cecy Y Leo,,Santiago,-33.43417,-70.66473,Entire home/apt,23882,2,291,2024-08-30,2.28,1,355,21,
1519681,Comodo Depto Familiar en Providencia,1666498,Pedro,,Providencia,-33.42939,-70.61827,Entire home/apt,65571,1,33,2024-08-22,0.27,8,186,13,
1529789,HABITACIONES DOBLES EN ITALIA SUITE,7271778,Felipe,,Ñuñoa,-33.45205,-70.62151,Private room,41113,1,2,2016-12-14,0.02,5,365,0,
1529837,"HABITACIÓN TRIPLE VIP, ITALIA SUITE",7271778,Felipe,,Ñuñoa,-33.45215,-70.62212,Private room,62126,1,1,2023-03-19,0.05,5,365,0,
1538606,"2 bedroom, 2 bath, pool, safe, calm close to metro",2411792,Joanna,,Las Condes,-33.4186,-70.5617,Entire home/apt,55466,3,52,2024-09-14,0.39,1,288,4,
1552603,Santiago Downtown Touristic 3,5015387,Christian,,Santiago,-33.44577,-70.64729,Entire home/apt,22192,3,3,2024-07-26,0.03,3,350,1,
1602307,Best price apartment Santiago Chile,8538514,Javier,,Santiago,-33.44982,-70.64169,Entire home/apt,18272,2,131,2024-09-07,0.98,1,344,18,
1623156,Bedroom furnished apartment smoking,1693645,María,,Providencia,-33.44154,-70.61501,Private room,,30,0,,,2,359,0,
1664104,Gran habitación matrimonial baño compartido,7722803,Claudia Alejandra,,Vitacura,-33.38906,-70.57306,Private room,35000,1,50,2023-02-10,0.44,5,160,0,
1717613,Luxurious Loft Modern Perfect Location Lastarrias,5550648,Juan,,Santiago,-33.43882,-70.64444,Entire home/apt,30021,3,407,2024-09-08,3.06,3,237,23,
1735170,Oak - Casas del Cerro Loft,9139261,Mabel,,Providencia,-33.41553,-70.60976,Entire home/apt,173587,2,203,2024-09-23,1.55,13,336,30,
1735484,Araucaria - Casas del Cerro Loft,9139261,Mabel,,Providencia,-33.41553,-70.60976,Entire home/apt,182723,2,146,2024-09-15,1.12,13,252,33,
1744520,HOM STUDIO1 - ZentenoApartments - Santiago,5634677,Pablo,,Santiago,-33.44629,-70.65215,Entire home/apt,41429,1,67,2023-12-11,0.71,5,78,4,
1768172,"Departamento independiente, Santiago centro. Metro",9289896,Raúl,,Santiago,-33.43695,-70.668,Entire home/apt,30000,3,35,2024-08-28,0.45,1,90,21,
1771844,Gran pieza en casa con toque artístico,9306327,Ana,,Santiago,-33.45037,-70.63405,Private room,14036,2,1,2018-04-03,0.01,5,147,0,
1788327,Fully renewed. A cozy loft in Ñuñoa. Metro # 3,8185219,Roberto,,Ñuñoa,-33.45038,-70.61329,Entire home/apt,24668,7,28,2024-03-25,0.22,1,269,1,
1805957,Cool apartment in Providencia,9461713,Mauricio,,Providencia,-33.43154,-70.61161,Entire home/apt,60000,30,0,,,1,40,0,
1806658,Room  Bellavista Neighbourhood,9468386,Victoria,,Recoleta,-33.42645,-70.64004,Private room,23754,2,0,,,1,362,0,
1810705,Tu Mejor Elección Santiago Centro,1884403,Ariel,,Santiago,-33.44969,-70.64018,Private room,22840,2,7,2015-01-14,0.05,1,83,0,
1854958,2do piso casa en Las Condes,9682413,Felipe,,Las Condes,-33.40319,-70.54918,Private room,,1,0,,,1,0,0,
1864347,"Private room Plaza las Lilas, 2 blocks to metro",9721704,Monica,,Providencia,-33.42615,-70.59461,Private room,,3,0,,,1,0,0,
1873527,Furnished apartment in Stgo Center,9762063,Arriendo,,Santiago,-33.45453,-70.65443,Entire home/apt,,4,4,2017-01-28,0.03,1,0,0,
1880723,Luminoso Depto. en Centro Cívico,9791641,Rodrigo,,Santiago,-33.442353,-70.6592627,Entire home/apt,39632,1,0,,,1,269,0,
1886495,Excelente departamento Las Condes,851098,Maria Isabel,,Las Condes,-33.41912,-70.56976,Private room,,1,0,,,1,0,0,
1892699,Habitación Individual Disponible,9838063,Rossana,,Santiago,-33.43679,-70.64198,Private room,,3,0,,,1,0,0,
1905521,4 Bed/2 Bath  Parque Arauco Mall,9890877,Fernando,,Las Condes,-33.4009,-70.57502,Entire home/apt,93061,3,246,2024-09-15,1.88,1,180,34,
1906152,Habitación en Acogedor Departamento_Plaza Ñuñoa,1139234,Paula,,Ñuñoa,-33.45868,-70.59239,Private room,18272,1,19,2024-06-08,0.19,1,83,1,
1914509,HAB.INDEPENDIENTE CON BAÑO Y ESTAR.,9930439,Ana,,Las Condes,-33.41995,-70.55582,Private room,,7,0,,,1,0,0,
1936528,"Departamento Santiago Centro, a minutos del centro",10019352,Daniel,,Santiago,-33.4476,-70.64423,Entire home/apt,45681,2,0,,,1,365,0,
1954924,Cozy furnished Apt. in Providencia,10104469,Paola,,Providencia,-33.42654,-70.61695,Entire home/apt,,30,0,,,1,0,0,
1979814,HABITACIÓN SINGLE EN ITALIA SUITE,7271778,Felipe,,Ñuñoa,-33.45047,-70.62166,Private room,36545,1,6,2024-03-02,0.09,5,365,1,
2030023,Furnished Apartment Barrio Italia,10425066,Josué,,Providencia,-33.44531,-70.61956,Private room,15531,6,5,2017-02-20,0.04,2,175,0,
