"fecha_vigencia","precio","provincia","localidad","direccion"
"08/12/2023",466,"SANTA FE","ROSARIO","27 DE FEBRERO Y OVICIO LAGOS"
"13/12/2023",639,"SANTA FE","ROSARIO","27 DE FEBRERO Y OVICIO LAGOS"
"18/08/2023",290.5,"SANTA FE","ROSARIO","27 DE FEBRERO Y OVICIO LAGOS"
"23/10/2023",299,"SANTA FE","ROSARIO","27 DE FEBRERO Y OVICIO LAGOS"
"25/11/2023",375,"SANTA FE","ROSARIO","27 DE FEBRERO Y OVICIO LAGOS"
"01/11/2023",309,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"02/08/2023",243.3,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"08/07/2023",232.8,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"08/12/2023",448,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"13/12/2023",614,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"18/08/2023",273.7,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"23/10/2023",282,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"25/11/2023",354,"BUENOS AIRES","BERNAL","ZAPIOLA 26 Y SAN MARTIN"
"01/11/2023",322,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"02/08/2023",253.9,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"08/07/2023",243,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"08/12/2023",457,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"13/12/2023",639,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"18/08/2023",285.6,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"23/10/2023",294,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"25/11/2023",368,"ENTRE RIOS","PARANA","ALMAFUERTE 795 Y AYACUCHO"
"01/11/2023",317,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"02/08/2023",249.5,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"08/07/2023",238.8,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"08/12/2023",445,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"13/12/2023",618,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"18/08/2023",280.7,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"23/10/2023",289,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"25/11/2023",363,"TUCUMAN","S.M. DE TUCUMAN","ARAOZ Y POSE"
"01/11/2023",311,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"02/08/2023",245.3,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"08/07/2023",234.7,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"08/12/2023",446,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"13/12/2023",611,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"18/08/2023",276,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"23/10/2023",284,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"25/11/2023",356,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO BS AS"
"01/11/2023",311,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"02/08/2023",245.3,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"08/07/2023",234.7,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"08/12/2023",446,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"13/12/2023",611,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"18/08/2023",276,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"23/10/2023",284,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"25/11/2023",356,"BUENOS AIRES","MALVINAS ARGENTINAS","AUTOP AUSOL KM 36.5 LADO CAMPANA"
"01/11/2023",327,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"02/08/2023",257.1,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"08/07/2023",246,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"08/12/2023",465,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"13/12/2023",639,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"18/08/2023",289.2,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"23/10/2023",298,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"25/11/2023",374,"SANTA FE","TIMBUES","AUTOP BRIGADIER LOPEZ KM 29"
"01/11/2023",311,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"02/08/2023",244.9,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"08/07/2023",234.4,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"08/12/2023",451,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"13/12/2023",611,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"18/08/2023",275.5,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"23/10/2023",284,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"25/11/2023",356,"BUENOS AIRES","AVELLANEDA","AUTOPISTA BS AS LA PLATA KM 10.5"
"01/11/2023",311,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"02/08/2023",244.9,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"08/07/2023",234.4,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"08/12/2023",451,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"13/12/2023",611,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"18/08/2023",275.5,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"23/10/2023",284,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"25/11/2023",356,"BUENOS AIRES","AVELLANEDA","AUTOPISTA LA PLATA BS AS KM 13.5"
"01/11/2023",311,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"02/08/2023",244.9,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"08/07/2023",234.4,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"08/12/2023",449,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"13/12/2023",616,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"18/08/2023",275.5,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"23/10/2023",284,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"25/11/2023",356,"BUENOS AIRES","TURDERA","AV ANTÀRTIDA ARG. Y FRIAS"
"01/11/2023",286,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"02/08/2023",225.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"08/07/2023",215.9,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"08/12/2023",414,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"13/12/2023",567,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"18/08/2023",253.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"23/10/2023",261,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"25/11/2023",327,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CABILDO 3501"
"01/11/2023",314,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"02/08/2023",246.4,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"08/07/2023",235.8,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"08/12/2023",453,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"13/12/2023",616,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"18/08/2023",277.2,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"23/10/2023",286,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"25/11/2023",359,"BUENOS AIRES","QUILMES","AV CALCHAQUI 3900"
"01/11/2023",314,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"02/08/2023",246.4,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"08/07/2023",235.8,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"08/12/2023",450,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"13/12/2023",613,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"18/08/2023",277.2,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"23/10/2023",286,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"25/11/2023",359,"BUENOS AIRES","FLORENCIO VARELA","AV CALCHAQUI 5877 Y AV DEL TRABAJO"
"01/11/2023",315,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"02/08/2023",247.8,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"08/07/2023",237.1,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"08/12/2023",454,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"13/12/2023",622,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"18/08/2023",278.8,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"23/10/2023",287,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"25/11/2023",360,"BUENOS AIRES","TIGRE","AV CAZON 997 Y CHACABUCO"
"01/11/2023",333,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"02/08/2023",262.2,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"08/07/2023",250.9,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"08/12/2023",469,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"13/12/2023",649,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"18/08/2023",295,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"23/10/2023",304,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"25/11/2023",381,"BUENOS AIRES","MAR DEL PLATA","AV CONSTITUCIÒN Y TEJEDOR"
"01/11/2023",272,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"02/08/2023",213.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"08/07/2023",204.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"08/12/2023",404,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"13/12/2023",553,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"18/08/2023",240.5,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"23/10/2023",248,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"25/11/2023",311,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 4201 Y PRINGLES"
"01/11/2023",272,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"02/08/2023",213.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"08/07/2023",204.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"08/12/2023",404,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"13/12/2023",553,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"18/08/2023",240.5,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"23/10/2023",248,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"25/11/2023",311,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV CORDOBA 5984 Y DORREGO"
"01/11/2023",286,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"02/08/2023",225.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"08/07/2023",215.9,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"08/12/2023",414,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"13/12/2023",567,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"18/08/2023",253.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"23/10/2023",261,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"25/11/2023",327,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DE LOS CONSTITUYENTES 6070"
"01/11/2023",272,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"02/08/2023",213.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"08/07/2023",204.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"08/12/2023",404,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"13/12/2023",553,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"18/08/2023",240.5,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"23/10/2023",248,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"25/11/2023",311,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIAZ VELEZ 4373 Y YATAY"
"01/11/2023",272,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"02/08/2023",213.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"08/07/2023",204.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"08/12/2023",404,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"13/12/2023",553,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"18/08/2023",240.5,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"23/10/2023",248,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"25/11/2023",311,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV DIRECTORIO 4311/27 Y OLIVERA"
"01/11/2023",342,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"02/08/2023",269.7,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"08/07/2023",258.1,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"08/12/2023",490,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"13/12/2023",649,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"18/08/2023",303.4,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"23/10/2023",312,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"25/11/2023",391,"BUENOS AIRES","TANDIL","AVELLANEDA 999 Y BOLIVAR"
"01/11/2023",310,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"02/08/2023",243.8,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"08/07/2023",233.3,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"08/12/2023",436,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"13/12/2023",599,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"18/08/2023",274.3,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"23/10/2023",283,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"25/11/2023",355,"MENDOZA","SAN RAFAEL","AV EL LIBERTADOR Y SARMIENTO"
"01/11/2023",286,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"02/08/2023",225.6,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"08/07/2023",215.9,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"08/12/2023",414,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"13/12/2023",567,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"18/08/2023",253.8,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"23/10/2023",261,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"25/11/2023",327,"CAPITAL FEDERAL","CAPITAL FEDERAL","AV.FRANCISCO BEIRÓ 5804"
"01/11/2023",309,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"02/08/2023",243.3,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"08/07/2023",232.8,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"08/12/2023",448,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"13/12/2023",614,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"18/08/2023",273.7,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"23/10/2023",282,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"25/11/2023",354,"BUENOS AIRES","LANUS","AV HIPOLITO IRIGOYEN 3732"
"01/11/2023",306,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"02/08/2023",240.9,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"08/07/2023",230.5,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"08/12/2023",443,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"13/12/2023",607,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"18/08/2023",271,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"23/10/2023",279,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"25/11/2023",350,"BUENOS AIRES","LA LUCILA","AV LIBERTADOR 3402 Y INGENIEROS"
"01/11/2023",306,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"02/08/2023",240.9,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"08/07/2023",230.5,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"08/12/2023",443,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"13/12/2023",607,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"18/08/2023",271,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"23/10/2023",279,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"25/11/2023",350,"BUENOS AIRES","VICENTE LOPEZ","AV LIBERTADOR 901 Y MELO"
"01/11/2023",306,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"02/08/2023",240.9,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"08/07/2023",230.5,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"08/12/2023",443,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"13/12/2023",607,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"18/08/2023",271,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"23/10/2023",279,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"25/11/2023",350,"BUENOS AIRES","VICENTE LOPEZ","AV MAIPU 790 Y GUEMES"
"01/11/2023",317,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"01/11/2023",317,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"02/08/2023",249.5,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"02/08/2023",249.5,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"08/07/2023",238.8,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"08/07/2023",238.8,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"08/12/2023",445,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"08/12/2023",445,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"13/12/2023",618,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"13/12/2023",618,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"18/08/2023",280.7,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"18/08/2023",280.7,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"23/10/2023",289,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"23/10/2023",289,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"25/11/2023",363,"TUCUMAN","S.M. DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"25/11/2023",363,"TUCUMAN","SAN MIGUEL DE TUCUMAN","AV MATE DE LUNA Y EJERCITO DEL NORTE"
"01/11/2023",311,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"02/08/2023",245.1,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"08/07/2023",235.6,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"08/12/2023",449,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"13/12/2023",615,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"18/08/2023",275.7,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"23/10/2023",284,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"25/11/2023",356,"BUENOS AIRES","ITUZAINGO","AV RATTI 1720 Y MONROE"
"01/11/2023",319,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"02/08/2023",251.4,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"08/07/2023",240.6,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"08/12/2023",453,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"13/12/2023",625,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"18/08/2023",282.8,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"23/10/2023",291,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"25/11/2023",365,"SAN JUAN","SAN JUAN","AV RAWSON 216 Y RIVADAVIA"
"01/11/2023",309,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"02/08/2023",243.3,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"08/07/2023",232.8,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"08/12/2023",448,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"13/12/2023",614,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"18/08/2023",273.7,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"23/10/2023",282,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"25/11/2023",354,"BUENOS AIRES","ALDO BONZI","AV RICHIERI LADO EZEIZA KM 36,25"
"01/11/2023",257,"RIO NEGRO","GRAL. ROCA","AV ROCA 20 Y BOLIVIA"
