"fecha_vigencia","precio","provincia","localidad","direccion"
"01/11/2023",332,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"02/08/2023",261.3,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"08/07/2023",250,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"08/12/2023",468,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"13/12/2023",649,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"18/08/2023",294,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"23/10/2023",303,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"25/11/2023",380,"BUENOS AIRES","MAR DEL PLATA","AV COLON 6101"
"01/11/2023",314,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"02/08/2023",246.4,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"08/07/2023",235.8,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"08/12/2023",450,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"13/12/2023",613,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"18/08/2023",277.2,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"23/10/2023",286,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"25/11/2023",359,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PÉRON 314 Y BROWN"
"01/11/2023",335,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"02/08/2023",263.8,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"08/12/2023",476,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"13/12/2023",639,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"18/08/2023",296.8,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"23/10/2023",306,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"25/11/2023",383,"ENTRE RIOS","GUALEGUAYCHU","AVENIDA PRIMERA JUNTA  1345"
"01/11/2023",330,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"02/08/2023",259.8,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"08/07/2023",248.6,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"08/12/2023",470,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"13/12/2023",639,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"18/08/2023",292.3,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"23/10/2023",301,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"25/11/2023",378,"SANTA FE","SANTA FE","JUAN JOSE PASO 3520"
"01/11/2023",330,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"02/08/2023",260,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"08/07/2023",248.8,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"08/12/2023",464,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"13/12/2023",639,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"18/08/2023",292.5,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"23/10/2023",301,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"25/11/2023",378,"CORRIENTES","CORRIENTES","AVENIDA MAIPÚ 1801"
"01/11/2023",310,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"02/08/2023",243.8,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"08/07/2023",233.3,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"08/12/2023",436,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"13/12/2023",599,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"18/08/2023",274.3,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"23/10/2023",283,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"25/11/2023",355,"MENDOZA","TUPUNGATO","LA GLORIA ESQ AMIN 1813"
"01/11/2023",326,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"02/08/2023",256.4,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"08/07/2023",245.4,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"08/12/2023",463,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"13/12/2023",639,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"18/08/2023",288.5,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"23/10/2023",297,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"25/11/2023",373,"CORDOBA","CORDOBA","AV. MONSEÑOR P. CABRERA 2196"
"01/11/2023",343,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"02/08/2023",270.2,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"08/07/2023",258.6,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"08/12/2023",483,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"13/12/2023",659,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"18/08/2023",304,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"23/10/2023",313,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"25/11/2023",392,"BUENOS AIRES","NECOCHEA","AV. 79 N° 399 Y AV. 10 N° 3903"
"01/11/2023",325,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"02/08/2023",255.8,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"08/07/2023",244.8,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"08/12/2023",462,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"13/12/2023",639,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"18/08/2023",287.8,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"23/10/2023",296,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"25/11/2023",372,"SANTA FE","BOMBAL","RUTA PROVINCIAL Nº 14 KM 79.5"
"01/11/2023",326,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"02/08/2023",256.4,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"08/07/2023",245.4,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"08/12/2023",463,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"13/12/2023",639,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"18/08/2023",288.5,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"23/10/2023",297,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"25/11/2023",373,"CORDOBA","CORDOBA","AVENIDA FUERZA AEREA 2750"
"01/11/2023",332,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"02/08/2023",261.9,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"08/07/2023",250.6,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"08/12/2023",466,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"13/12/2023",649,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"18/08/2023",294.6,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"23/10/2023",303,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"25/11/2023",380,"FORMOSA","FORMOSA","AV.GONZALEZ LELONG 1701"
"01/11/2023",323,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"02/08/2023",254.5,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"08/07/2023",243.5,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"08/12/2023",460,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"13/12/2023",625,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"18/08/2023",286.3,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"23/10/2023",295,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"25/11/2023",370,"SAN JUAN","RAWSON","GRAL. ACHA Y RUTA N° 40"
"01/11/2023",323,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"02/08/2023",254.5,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"08/07/2023",243.5,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"08/12/2023",460,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"13/12/2023",625,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"18/08/2023",286.3,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"23/10/2023",295,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"25/11/2023",370,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"01/11/2023",319,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"02/08/2023",251.4,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"08/07/2023",240.6,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"08/12/2023",453,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"13/12/2023",625,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"18/08/2023",282.8,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"23/10/2023",291,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"25/11/2023",365,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/11/2023",323,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"02/08/2023",254.5,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"08/07/2023",243.5,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"08/12/2023",460,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"13/12/2023",625,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"18/08/2023",286.3,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"23/10/2023",295,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"25/11/2023",370,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/11/2023",323,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"02/08/2023",254.5,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"08/07/2023",243.5,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"08/12/2023",460,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"13/12/2023",625,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"18/08/2023",286.3,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"23/10/2023",295,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"25/11/2023",370,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/11/2023",315,"BUENOS AIRES","LA PLATA","72 1194"
"02/08/2023",247.4,"BUENOS AIRES","LA PLATA","72 1194"
"08/07/2023",236.7,"BUENOS AIRES","LA PLATA","72 1194"
"08/12/2023",454,"BUENOS AIRES","LA PLATA","72 1194"
"13/12/2023",623,"BUENOS AIRES","LA PLATA","72 1194"
"18/08/2023",278.3,"BUENOS AIRES","LA PLATA","72 1194"
"23/10/2023",287,"BUENOS AIRES","LA PLATA","72 1194"
"25/11/2023",360,"BUENOS AIRES","LA PLATA","72 1194"
"01/11/2023",311,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"02/08/2023",244.9,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"08/07/2023",234.4,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"08/12/2023",449,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"13/12/2023",616,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"18/08/2023",275.5,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"23/10/2023",284,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"25/11/2023",356,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/11/2023",343,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"02/08/2023",270.2,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"08/07/2023",258.6,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"08/12/2023",483,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"13/12/2023",659,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"18/08/2023",304,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"23/10/2023",313,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"25/11/2023",392,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/11/2023",346,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"02/08/2023",272.5,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"08/07/2023",260.8,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"08/12/2023",488,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"13/12/2023",659,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"18/08/2023",306.6,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"23/10/2023",316,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"25/11/2023",396,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/11/2023",310,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"02/08/2023",243.8,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"08/07/2023",233.3,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"08/12/2023",436,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"13/12/2023",599,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"18/08/2023",274.3,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"23/10/2023",283,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"25/11/2023",355,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/11/2023",326,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"02/08/2023",256.1,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"08/07/2023",245.1,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"08/12/2023",467,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"13/12/2023",649,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"18/08/2023",288.1,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"23/10/2023",297,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"25/11/2023",373,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/11/2023",331,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"02/08/2023",260.5,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"08/07/2023",249.3,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"08/12/2023",475,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"13/12/2023",649,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"18/08/2023",293.1,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"23/10/2023",302,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"25/11/2023",379,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/11/2023",309,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"02/08/2023",243.3,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"08/07/2023",232.8,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"08/12/2023",448,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"13/12/2023",614,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"18/08/2023",273.7,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"23/10/2023",282,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"25/11/2023",354,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/11/2023",332,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"02/08/2023",261.3,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"08/07/2023",250,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"08/12/2023",468,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"13/12/2023",649,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"18/08/2023",294,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"23/10/2023",303,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"25/11/2023",380,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/11/2023",311,"BUENOS AIRES","MAGDALENA","goenaga 409"
"02/08/2023",244.7,"BUENOS AIRES","MAGDALENA","goenaga 409"
"08/07/2023",234.2,"BUENOS AIRES","MAGDALENA","goenaga 409"
"08/12/2023",446,"BUENOS AIRES","MAGDALENA","goenaga 409"
"13/12/2023",613,"BUENOS AIRES","MAGDALENA","goenaga 409"
"18/08/2023",275.3,"BUENOS AIRES","MAGDALENA","goenaga 409"
"23/10/2023",284,"BUENOS AIRES","MAGDALENA","goenaga 409"
"25/11/2023",356,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/11/2023",322,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"02/08/2023",253.8,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"08/07/2023",242.9,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"08/12/2023",461,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"13/12/2023",649,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"18/08/2023",285.5,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"23/10/2023",294,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"25/11/2023",368,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/11/2023",323,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"02/08/2023",254.5,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"08/07/2023",243.5,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"08/12/2023",460,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"13/12/2023",625,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"18/08/2023",286.3,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"23/10/2023",295,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"25/11/2023",370,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/11/2023",311,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"02/08/2023",244.9,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"08/07/2023",234.4,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"08/12/2023",446,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"13/12/2023",613,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"18/08/2023",275.5,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"23/10/2023",284,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"25/11/2023",356,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/11/2023",332,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"02/08/2023",261.3,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"08/07/2023",250,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"08/12/2023",468,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"13/12/2023",649,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"18/08/2023",294,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"23/10/2023",303,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"25/11/2023",380,"BUENOS AIRES","MAR DEL PLATA","AV COLON 4098"
"01/11/2023",315,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"02/08/2023",247.8,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"08/07/2023",237.1,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"08/12/2023",454,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"13/12/2023",622,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"18/08/2023",278.8,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"23/10/2023",287,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"25/11/2023",360,"BUENOS AIRES","GRAL. PACHECO","AV. PRESIDENTE PERON 3602"
"01/11/2023",312,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"02/08/2023",245.9,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"08/07/2023",234.2,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"08/12/2023",447,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"13/12/2023",613,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"18/08/2023",276.6,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"23/10/2023",285,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"25/11/2023",357,"BUENOS AIRES","DEL VISO","RUTA 26 Y PANAMERICANA ACCESO PILAR"
"01/11/2023",335,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"02/08/2023",263.9,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"08/07/2023",252.5,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"08/12/2023",470,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"13/12/2023",639,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"18/08/2023",296.9,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"23/10/2023",306,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"25/11/2023",383,"CORRIENTES","ESQUINA","RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4"
"01/11/2023",335,"CORRIENTES","ESQUINA","SANTA RITA 375"
"02/08/2023",263.9,"CORRIENTES","ESQUINA","SANTA RITA 375"
"08/07/2023",252.5,"CORRIENTES","ESQUINA","SANTA RITA 375"
"08/12/2023",470,"CORRIENTES","ESQUINA","SANTA RITA 375"
"13/12/2023",639,"CORRIENTES","ESQUINA","SANTA RITA 375"
"18/08/2023",296.9,"CORRIENTES","ESQUINA","SANTA RITA 375"
"23/10/2023",306,"CORRIENTES","ESQUINA","SANTA RITA 375"
"25/11/2023",383,"CORRIENTES","ESQUINA","SANTA RITA 375"
"01/11/2023",342,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"02/08/2023",269.7,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"08/07/2023",258.1,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"08/12/2023",490,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"13/12/2023",649,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"18/08/2023",303.4,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"23/10/2023",312,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"25/11/2023",391,"BUENOS AIRES","BALCARCE","DEL VALLE 450"
"01/11/2023",317,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"02/08/2023",249.5,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"08/07/2023",238.8,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"08/12/2023",445,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"13/12/2023",618,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"18/08/2023",280.7,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"23/10/2023",289,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
"25/11/2023",363,"TUCUMAN","TAFI VIEJO","AVENIDA ROCA 50"
